iteration,x,y,z,xspan,yspan,zspan,power,status
iteration,x,y,z,xspan,yspan,zspan,power,status
1,0.0,0.0,0.0,1.1,1.1,1.1,9.75628664999574e-14,success
2,-0.13246381282806396,-0.8953888714313507,0.2889139652252197,0.32156712710857394,1.5634029984474183,1.7775549650192262,9.097345228499207e-13,success
3,0.09959887713193893,0.5329857617616653,-0.3632714804261923,1.1763421108946204,0.6271251358091832,0.4619800096377731,1.6394332008120518e-14,success
4,0.5218000393360853,-0.35795098170638084,0.5580990612506866,0.6891761822625995,1.0312629709020258,1.0983769400045276,8.403190774881101e-15,success
5,-0.7383235543966293,0.2145286276936531,-0.6087425053119659,1.7610417624935508,1.1800224771723151,1.5138417588546873,1.3057311085017065e-13,success
6,-0.008008789870046175,-1.0,0.43917883708648264,0.2,1.7522197732231786,1.6873717029539153,3.912773277805223e-14,success
7,-0.1660082575312874,-0.8704742863295151,0.24820813441683168,0.3508582808343832,1.506584907873278,1.8084114712535884,9.209281887653252e-13,success
8,-0.015442937837239809,-0.5351947305486134,0.3362808263151006,0.2,1.5243423188628287,1.0861807003938486,3.981817118640233e-14,success
9,-0.6149546005368538,-0.32996509009730446,-0.27753598508640004,0.9476975628361355,1.11651491313839,1.7915362941683013,3.1556562320827446e-14,success
10,-0.2447389385453499,-0.9061852302526283,0.1835725759205397,0.49259643449167795,1.54545290979422,1.9751600138171757,2.0639005390881147e-14,success
11,0.031106994375259503,-1.0,0.45819162354038145,0.2,1.5845258117436616,1.8020962731143588,9.732364310199085e-15,success
12,-0.14645607020360588,-0.8784104575310326,0.2673825719138965,0.3134188464948552,1.500950467822359,1.7898966182165508,9.721511489213447e-13,success
13,-0.15049289252709602,-0.8108291095904122,0.23694900504397404,0.22265227185728337,1.3218554736731305,1.729547931208385,8.583862068755377e-14,success

iteration,x,y,z,xspan,yspan,zspan,power,status
iteration,x,y,z,xspan,yspan,zspan,power,status
iteration,x,y,z,xspan,yspan,zspan,power,status
1,0.0,0.0,0.0,1.1,1.1,1.1,9.75628664999574e-14,success
2,-0.2575036883354187,-0.8130474984645844,-0.14632189273834229,0.9685962200164795,1.5511080741882324,0.2449893455952406,2.7221248927164882e-14,success
3,0.0989855956286192,0.45670228637754917,0.7687654420733452,1.7682096760720014,0.8051758900284767,1.8208876308053732,3.2504094105365824e-15,success
4,0.8850190490484238,-0.3150260802358389,-0.7923826463520527,0.5473191631957889,0.5767093611881138,1.1230986274778842,3.4580590007142597e-15,success
5,-0.727238155901432,0.9547746833413839,0.16944888979196548,1.1220549900084735,1.3507644515484571,0.9007159940898419,7.911985593516603e-14,success
6,-0.4672894164652223,0.026156991142498417,0.024431661808679308,1.035642832509616,1.4944969489809314,1.3126168646180791,1.837168569765541e-13,success
7,-0.5059570244839614,-0.41021099142798967,-0.058852193512650516,0.9610885390428519,1.6861715810788653,1.3246448041637076,7.507765398126747e-14,success
8,-0.5784821794696773,0.22010694622101826,-0.06929848090080024,0.9342572146881684,1.5290452924308178,1.2164807673913491,4.916631500322214e-14,success
9,-0.7730678692988618,0.4736760832515431,0.11021870842723762,1.044770992589137,1.6072081737866395,1.5861303974240237,7.372790849040105e-13,success
10,-0.8747115063394492,0.9177325567520757,0.13952620031737903,1.0462548445019966,1.541239944440837,1.6173321354770709,1.4942627924949706e-13,success
iteration,x,y,z,xspan,yspan,zspan,power,status
1,0.0,0.0,0.0,1.1,1.1,1.1,9.75628664999574e-14,success
2,-0.4029160141944885,-0.1911962628364563,-0.9183327853679657,1.5481083989143372,0.5897906571626663,0.9537701487541199,1.3901626420020316e-15,success
3,0.40069385059177876,0.7273381166160107,0.8520268816500902,0.566867707669735,1.6710436403751374,1.6536413324996828,6.30962609897047e-16,success
4,0.8465831205248833,-0.5544392224401236,-0.2220051847398281,1.6999015606939794,1.3190667005255818,1.5021396614611149,2.088185658853056e-13,success
5,-0.8478997759521008,0.02806587889790535,0.038526568561792374,0.8664203945547342,1.054274706542492,0.40214644093066454,1.3752812661805093e-13,success
6,1.0,-0.9308372335212542,-0.11338013280141844,1.9381906328334924,1.5511694057135044,1.6441157355887863,3.178852490671363e-14,success
7,1.0,-0.5149191333170774,0.12980268598377612,1.623502509251424,1.6076920581929053,1.7222305480456175,1.9200004932870514e-13,success
8,1.0,-0.5661038683376722,0.2502518613297118,2.0,0.6901729086101248,2.0,1.1777015389192153e-13,success
9,1.0,-0.5610177461780393,-0.7349877262379209,1.5306022461159923,1.5888069775240832,1.0580907334132799,3.9444491580659195e-15,success
10,0.8031846934085064,-0.4973920083588392,-0.08731211030336576,1.5952507893789343,1.5391957901884428,1.5317421628466936,3.2363717675923684e-14,success
11,0.7417436318936121,-0.3011890790056757,-0.2701998733156578,1.5284265019655359,1.210223223950981,1.415584978832729,1.1571061746332182e-13,success
12,1.0,-1.0,-0.27750252806622294,2.0,1.3464238306042469,1.772553279320106,6.128766281236374e-14,success
13,0.9174610192895429,-0.651477412922843,-0.18563017942855736,1.8082738478979121,1.329660217372204,1.4167050380662074,9.650785049659192e-14,success
14,0.8086469453574768,-0.48308625481211903,-0.26446876496076566,1.6461016531734074,1.2633534630403038,1.5147023937131578,2.879260061342208e-13,success
15,0.8033256666405779,-0.4853004728735147,-0.2972895666546119,1.6423651229934093,1.2313697161870643,1.5589188639446088,1.755007846258439e-13,success
16,0.7593540025717519,-0.40213079709311833,-0.2620509431542565,1.5659076483798822,1.2810538133225478,1.5310443762761903,3.0842908281523095e-13,success
17,0.9722015027966426,-0.2967050400502998,-0.12669640101550433,1.5238652432817088,1.2802448855982937,1.5584992918452973,1.2965415292032127e-13,success
18,0.7532232806498269,-0.6944285942168822,-0.2759457504187872,1.7397956318945595,1.2863629297197459,1.070632354179101,1.4591555433970668e-13,success
19,0.623730529458802,-0.5288491575562129,-0.2222633761052153,1.591771534646487,1.140899150311393,1.8644847732392233,3.9671804379464284e-14,success
20,0.683575120046779,-0.28420354878389814,-0.2812084397955622,1.4658843620985562,1.2667441687956509,1.5188210430088265,2.723166188986763e-13,success
21,0.8102354408899098,-0.16120574463408763,-0.2525185274253427,1.833236202557595,1.2826896752357546,1.599538206133036,1.2963910537327714e-13,success
22,0.681648854972,-0.47937212396612694,-0.29095956817345175,1.4574371963521338,1.2813458498628978,1.4995493804192745,1.899119981993676e-13,success
23,0.7615440064056056,0.08451323582070043,-0.24219324021189598,1.8186626753439492,1.2788861933528788,1.5288484042613208,1.3143099809591578e-13,success
24,0.9999003424301008,-0.2734300548943493,0.12749778270690365,1.1819285426920698,1.6558464123487522,1.7538700058959802,8.882955843721997e-14,success
25,0.7420832330388479,-0.24407510076767003,-0.26258844942511517,1.5921395437807082,1.2728104570120113,1.5372978142269187,2.7438491942469867e-13,success
26,-0.9927042738775789,0.7536824181607379,0.5371796067480672,0.9729931867088251,1.5232859616230687,0.27643939562907266,1.5715035462445032e-14,success
27,0.8057089141177501,-0.4044993506206487,-0.2552761984255661,1.5407893979058567,1.2805022237676684,1.2635611034269894,2.2474984832191604e-13,success
28,0.7795429544268322,-0.4294875628419416,-0.10067249280080844,1.6344164983301213,1.280174760948014,1.6109305338930273,6.009497669180737e-14,success
29,1.0,-0.5120592499537848,0.22940021982111686,1.6200761625803817,1.6353268861698769,1.6985072180497125,6.947235841541176e-13,success
30,1.0,-0.26179402260511375,0.7044650110422283,1.6130151726168502,1.9029835050910189,1.5438313843355467,6.84128754650229e-15,success
31,1.0,-0.5233070112287486,0.24762014867052862,1.641505250102536,1.6379443458325078,1.6926248356429345,6.987601640890744e-13,success
32,0.9398610016112848,-0.7989985261962207,0.24181839945415876,1.5952508196450537,1.655835789074925,1.6698624499908208,1.4945321989978761e-13,success
33,1.0,-0.45362331512030024,0.24803052754589086,1.6288778447413828,1.6364303680210164,1.6991684849514679,6.33779028429644e-13,success
34,1.0,-0.5237977873604477,0.23478384414009254,1.6689809763974464,1.6656929332918782,1.6916240157832572,2.3098091418390947e-13,success
35,1.0,-0.5478707063571914,0.2494496097175823,1.6167466198951856,1.6171476492249832,1.6930252451747172,4.2595367827622877e-13,success
36,1.0,-0.3907727624831875,0.28983606133677753,1.6724242001880414,1.549727124314882,1.6957251727265683,1.967561668191207e-13,success
37,1.0,-0.36237358481746096,0.24831623252973933,1.7477007533599551,1.62888506322697,1.704253937967295,7.168231896116107e-14,success
38,1.0,-0.4904776093530706,0.2789674261594926,1.431605981028075,1.603365127189984,1.6959262253231477,9.42347368957942e-14,success
39,1.0,-0.5137858761489308,0.2245715169872405,1.6314999745541525,1.6402647518926132,1.6984253092621795,5.966753240848048e-13,success
40,1.0,-0.48073589522007515,0.2542692954997551,1.6276157926515933,1.6442828295062217,1.2845745479986121,5.0519617937543965e-14,success
41,0.9193783482679438,-0.6128868221765551,-0.23802697946634582,1.6019220343138632,1.53774544752243,1.3346478515204117,1.3642681305704473e-13,success
42,1.0,-0.3696864686018386,0.2297910804276007,1.6264545832293265,1.7381378600747623,1.7276725012196268,8.227443011527938e-14,success
43,0.8110715773605564,-0.43269580575008326,-0.23607412583650494,1.6108487245827503,1.3681318384397272,1.388010743477525,5.621486692233817e-14,success
44,0.7930657626784021,-0.4719296139694093,-0.231224212653515,1.6971184941199304,0.9571221305945399,1.5866121668946198,6.18810091333721e-14,success
45,0.7723983064889078,-0.4784920078280918,-0.24569865825841403,1.5757979024561508,1.2624947020797312,1.4529292182770241,2.5094015854330123e-13,success
46,0.5424903546411797,-0.4544922975692056,-0.2681702070903396,1.5317488331597573,0.6434955553923521,1.553063837885107,6.618754705090157e-13,success
47,0.5243073192593868,-0.45474999593646886,-0.2787739802640177,1.5513967598066074,0.6519819275256187,1.540864809136339,3.7889341996939707e-13,success
48,0.5617750864310945,-0.4542192134099962,-0.25692430444203657,1.5109109647413903,0.6344952770158138,1.566001307100425,2.523656968718257e-13,success
49,0.6844783442213195,-0.4556664746455645,-0.33134627871431926,1.5290328292069988,1.3279938920970653,1.5075216578381256,1.599994401394188e-13,success
50,0.7235230694341614,-0.34927108914749555,-0.29833954890711195,1.4115116403135621,1.6542587353275497,1.478359638500434,2.6784393752461907e-13,success
51,0.9999913147935484,-0.48969063365095444,0.25453734987075105,1.6249470135094748,1.6127618385107843,1.7009581175751296,8.783023524235003e-13,success
52,-0.3392649533109497,-0.42825936509131796,-0.2280167135624753,1.5459197454126865,0.4022500403652863,1.5134053794908369,2.429358502784947e-14,success
53,0.8558415163101879,-0.436624217157478,-0.24408962395344472,1.5484178752267064,0.2,1.5453988748578416,1.6887622243041068e-14,success
54,0.7623061373524108,-0.4300285247011688,-0.24561112830519274,1.4967214929349066,1.6378752764381703,1.4849355384340515,2.0294252402731094e-13,success
55,1.0,-0.49104399850086927,0.27960854969816623,1.6232925122717845,1.6211775521435088,1.7196485969197985,1.995954613185192e-13,success
56,0.9999578403676984,-0.4863082398530433,0.23330887197345007,1.5868689908771487,1.4647314706564625,1.70347603642042,3.93973173285237e-13,success
57,0.31457068591818194,-1.0,-0.28431088344968836,1.5664187952755653,0.8187084233824367,1.4618715104887852,3.843067307269809e-14,success
58,1.0,-0.45747712274601354,0.29635885228653014,1.623156750454549,1.6030308456291982,1.6776364602010903,3.210868440718335e-13,success
59,0.8534940759227004,-0.49650260942088104,0.24195867454401956,1.635154629560873,2.0,1.737599881800321,4.0481290288027493e-13,success
60,0.27959711766009854,0.14674062023063286,-0.23656417747685654,1.8708690076075702,0.9648184727455281,1.4817114314249982,1.501570864025386e-13,success
iteration,x,y,z,xspan,yspan,zspan,power,status
1,0.0,0.0,0.0,1.1,1.1,1.1,9.75628664999574e-14,success
2,0.32521748542785645,0.05221366882324219,0.3796731233596802,1.5332801818847657,1.0358589947223664,1.0712521374225616,5.401675152640146e-14,success
3,-0.20153040811419487,-0.5355054643005133,-0.602671779692173,0.6161720737814904,1.103695024549961,1.2729362443089485,3.6138148846453434e-14,success
4,-0.9531764946877956,0.6620139349251986,0.5574115440249443,1.9448007553815843,1.558173899538815,1.7861703393980861,3.8498046158634575e-14,success
5,0.5813801493495703,-0.1765520554035902,-0.46008999459445477,1.0897103304043412,0.5889057260006667,0.220422119833529,1.6545642301526144e-14,success
6,-0.31943715855027455,-0.027066744772463205,0.03362052537103478,0.7587245597265128,1.364735384674545,1.5350230834134426,5.990185310940512e-14,success
7,-0.28340046567388466,0.33591921958710896,-0.019100951452782962,1.1719264067133564,1.139327137133014,0.9905397884371526,1.902932185544124e-13,success
8,-0.402558231405639,0.4566247594504819,-0.13643283630280492,1.079939134296247,1.126745535068195,0.8681963273203608,9.244667364723366e-14,success
9,-0.2292735390971082,0.3065238726376004,0.03269068421162214,1.2180819272381445,1.1371665758423506,1.0173739390671765,4.832533256396055e-13,success
10,-0.2110666471697419,0.3738148410737916,0.0832699430575143,1.299456327123781,1.1218045718983403,0.970622744977182,4.935776882841418e-13,success
iteration,x,y,z,xspan,yspan,zspan,power,status
1,0.0,0.0,0.0,1.1,1.1,1.1,9.75628664999574e-14,success
2,-0.12060558795928955,0.5248191356658936,0.22006618976593018,1.967601490020752,0.6939005196094513,1.2557273387908936,5.849725390435077e-14,success
3,0.4724244251847267,-0.05678483843803406,-0.48658252507448196,0.6710691105574369,1.340029293857515,0.7424625810235739,9.642303016011996e-15,success
4,0.7235279213637114,0.47761816531419754,0.5800344478338957,1.2411740984767676,1.9016249971464276,0.2547966852784157,4.012640874987169e-14,success
5,-0.871733482927084,-0.9476141929626465,-0.8153656832873821,0.5201553663238883,0.35554356388747693,1.752388733252883,6.2134856742289815e-15,success
6,-0.16922634342543155,-0.29064890720917497,0.11281355052683154,0.7910692420244582,1.2221588853463834,1.1915853156840546,6.985684174619576e-14,success
7,0.03649266662057204,0.06405705205789627,0.3832915516885011,1.174310194205417,1.3429603705383304,0.9021912149651143,1.1215712765021439e-13,success
8,-0.08496835682098988,0.12670798669427574,0.7311334801129339,1.313200995106729,1.3922057333982052,1.0243932751414615,9.552950936957721e-15,success
9,0.020108667234672136,0.08942781232904082,0.22580393302707627,1.233912714959,1.1995179797114108,0.9620167341244236,4.3925768252627053e-13,success
10,0.09651660910894069,0.1741073080325757,0.20094971258430194,1.317380764148292,1.1996168020648592,0.8640075346738527,3.0598427101693927e-13,success
iteration,x,y,z,xspan,yspan,zspan,power,status
1,0.0,0.0,0.0,1.1,1.1,1.1,9.75628664999574e-14,success
2,-0.7631893455982208,0.6582272052764893,-0.7024443447589874,1.5105336546897887,0.7516755163669586,0.5782921075820924,3.4166663368578895e-15,success
3,0.9049927797168493,-0.701765751466155,0.953438239172101,1.0161786733195186,1.187230707705021,1.2505879363045096,6.8889139746690155e-15,success
4,0.4984067026525736,0.06785368733108044,-0.2574757970869541,1.557261666841805,1.7959015160799026,1.6631246378645301,3.238863811297722e-13,success
5,-0.3568487036973238,-0.04091861471533775,0.024140166118741035,0.30896635558456187,0.43145766798406837,0.9923667408525945,1.650164882814475e-14,success
6,0.5675569334539851,0.299549454911508,-0.5739801474853213,2.0,2.0,1.803271530689692,6.628422997429222e-13,success
7,0.9405664392047682,0.8399327646654416,-1.0,2.0,2.0,2.0,1.2376098235620496e-13,success
8,1.0,0.2985845920707725,-1.0,2.0,2.0,2.0,1.9622628132086295e-13,success
9,0.6590964876585151,-0.38769941438183747,-0.5948210852099404,2.0,2.0,1.894269723006133,8.089582219915492e-13,success
10,0.9550622550243234,-1.0,-0.5982239560202042,2.0,2.0,2.0,4.0479530274559394e-14,success
11,0.6488034903987289,1.0,-1.0,2.0,2.0,2.0,1.303876402847644e-13,success
12,0.5872242933082633,-0.14675833435421032,-0.6021845789390319,2.0,2.0,1.8742084173038154,5.182696544660007e-13,success
13,0.4326338133052283,-0.4392733883674287,-0.7314211569002186,2.0,2.0,1.8897698486907228,6.885780482143207e-13,success
14,1.0,-0.42845723454375617,-0.5103865084425842,2.0,1.3852525528768227,2.0,7.948178144470367e-14,success
15,1.0,-1.0,-1.0,1.6763593399460373,2.0,1.8459782078010474,5.2216984702593876e-14,success
16,0.6838120613774378,-0.4245277246514223,-1.0,2.0,2.0,1.2820273859487927,8.616139777595725e-15,success
17,0.556597261136982,-0.5379619721527962,-1.0,2.0,2.0,1.8042923819841823,4.1379309130836444e-14,success
18,0.49426718161746663,-1.0,-0.6142261561813974,1.933070003368786,1.4991841493119462,2.0,1.1598688474460487e-13,success
19,0.5230297374626555,-1.0,-0.6317375198105023,1.5506950432689515,2.0,2.0,3.829434832439655e-14,success
20,-0.24743449064285017,-0.4617409653451831,-0.5826965541778116,2.0,2.0,2.0,3.5671473288692536e-13,success
21,0.7476647105717756,-0.44834886077005814,-0.6250963813160627,1.609803795670764,2.0,2.0,1.257579068844402e-13,success
22,0.3702922673924187,-0.22803067872592628,-0.601262712915956,2.0,2.0,1.6170144663818204,2.736294468708043e-13,success
23,0.6767514262511265,-0.5133792757350354,-0.5182003248495999,2.0,2.0,1.9118387528660479,4.133733017644035e-13,success
24,-0.11342298851188153,-0.3128019742968608,-0.6389653330720629,2.0,2.0,1.851553959172161,6.343521635357564e-13,success
25,0.9295499226363421,-0.5576935083040285,-0.6289027436071487,2.0,2.0,1.8209906646787597,3.0169901191772574e-13,success
26,-0.15723498075401646,0.03864599318230933,-0.668461532131877,2.0,2.0,1.8933325809496604,1.0695555425486866e-12,success
27,-0.6084656301252388,0.36265554443307274,-0.6803954991795845,2.0,2.0,1.8981812648936591,8.334752273287882e-13,success
28,-0.2926316051086898,0.23296688863366957,-0.6612482675113971,2.0,0.9270774970619247,1.8921475669400316,1.6330143135332002e-13,success
29,-0.05069858708912135,0.3548442524687942,-0.5962707504864251,1.9998883174740147,2.0,1.7674228026314824,5.576839150905168e-13,success
30,-0.3339689399924967,0.32525201113348423,-0.6440842837656277,1.3962999846266522,2.0,1.8834092197078836,6.297907909093876e-14,success
31,0.19330911402012213,0.44571991405736655,-0.6724112706003753,2.0,2.0,1.8947274760113262,1.475241337777608e-12,success
32,0.183266451194327,0.7895846359241622,-0.6846844765138994,2.0,2.0,1.9090811977051287,8.649979673764094e-13,success
33,0.549253424267203,-0.5870962866092936,-0.312113303709561,1.6902923892496855,1.8537595908259004,1.4790335618275054,1.1675175859070352e-13,success
34,0.25573757442059103,0.34174221867671434,-0.717933476114859,2.0,2.0,1.9518729570831213,1.2330255440749076e-12,success
35,0.2970489903319414,0.3548811788992196,-0.6925220704754954,2.0,2.0,2.0,7.931346832132002e-13,success
36,1.0,1.0,-0.33352943596219237,1.9811834069847272,2.0,1.5808561030539603,1.1151809872054558e-13,success
37,0.12540037621509284,0.30554188438920893,-0.7449541871042691,2.0,2.0,1.9075863708382,6.040081630488047e-13,success
38,0.1861156336423476,0.17791729034629947,0.05740205834184649,1.3096407742905898,1.796098363576843,1.704414199541447,2.4505410662758043e-13,success
39,1.0,0.7596759335748982,-0.656632558457783,2.0,2.0,1.9626394779724676,1.644406316812573e-13,success
40,-0.0270169607130496,0.5131071748122414,-0.5699907543900915,2.0,2.0,1.923844100734654,1.8816874351231775e-13,success
41,0.10078247371628021,0.25054177053540144,-0.06815434041534141,2.0,2.0,2.0,8.613455046453404e-14,success
42,-0.06660881833320557,1.0,-0.6911165785277882,2.0,2.0,2.0,1.7153007374451905e-13,success
43,0.25687209915972936,0.3303102567312111,-0.6846881782910517,2.0,2.0,1.9146000888835064,1.2212385151332438e-12,success
44,0.2145995377329019,0.46130890681343023,-0.7859432479594177,2.0,2.0,1.869488104320943,4.0271221997782267e-13,success
45,0.2103697160889729,0.43442165896300555,-0.6655888989706078,2.0,2.0,1.8764531019816018,1.1803522849310018e-12,success
46,0.27659763007906724,0.25691974067467616,-0.6892319005073738,2.0,2.0,1.88733711985842,1.2545023829950687e-12,success
47,0.24396265603603573,0.2321520159399706,-0.6868592750423539,2.0,1.8034123216139615,1.9092362258550883,9.515315234043932e-13,success
48,1.0,0.017986704204168664,-0.503465693635732,2.0,2.0,1.7057515381643145,1.4017196077580668e-13,success
49,0.9998909943072372,1.0,-0.8674054384979978,2.0,2.0,1.7829527241708525,6.488767800156649e-14,success
50,0.16096248094925017,0.39788951651890087,-0.6829769821259982,2.0,2.0,1.8427495840481336,7.324308639489151e-13,success
51,0.43286037482196016,0.3111332213365543,-0.6690190536558923,2.0,2.0,1.8974742261410011,1.556534759324107e-12,success
52,1.0,1.0,-0.5487555306096862,2.0,2.0,1.7804157676328478,1.9259759504202404e-13,success
53,0.5443051619610251,0.027364187396857965,-0.7328952961036913,2.0,2.0,1.9727160649200914,7.992132963493125e-13,success
54,0.857814839018812,0.31975743740342283,-0.6683754900567233,2.0,2.0,1.8956915812221473,7.834503272780931e-14,success
55,-0.3996180031032942,-0.34178995944357515,-0.692390569561535,2.0,2.0,1.9485623224160722,9.479100918818617e-13,success
56,0.32403929854115027,0.17385624084173268,-0.6670608809903533,2.0,2.0,1.91982201239452,8.005097934122685e-13,success
57,0.39154292434062726,0.6077503580238902,-0.6768348238780113,2.0,2.0,1.4137425352826902,2.2060692785754937e-13,success
58,0.39275507314975505,0.6457103693153978,-0.671667462718741,2.0,2.0,1.8543214293548687,1.0819333735360274e-12,success
59,-0.5805841413560524,-0.44400643823998764,-0.7103163477167218,2.0,2.0,1.7397746450026152,4.3532865354146934e-13,success
60,0.34817518723989066,0.432258865956412,-0.6726825736654876,1.8119105492539578,2.0,1.8737798543305628,2.7830325757211527e-13,success
iteration,x,y,z,xspan,yspan,zspan,power,status
1,0.49539315700531006,0.06398451328277588,-0.2681249976158142,0.4051012545824051,0.9296354174613952,1.3403703451156617,4.819296647558627e-13,success
2,-0.7363372147083282,-0.7264769077301025,0.8716145753860474,1.489250111579895,1.3377953171730042,1.6807907342910766,9.91563608665947e-16,success
3,0.041811458035842464,-0.8544448254589813,0.32339316258139,0.2,1.5331046571073401,1.8083172424855583,1.1614770410142701e-13,success
4,-0.018131725181818225,-0.6304469230673102,0.13708947147314243,0.3381421219999012,1.325558397404987,1.878638984663117,2.423559870679822e-12,success
5,0.0876027602060499,-0.5996558747145898,0.08828468780383102,0.3408920904589365,1.2740863576539512,2.0,1.9797790447553095e-12,success
6,0.06042648088587965,-0.634972491918941,0.06319758015291062,0.3659063806301174,1.2737095590644436,2.0,1.2778054124991193e-12,success
7,-0.07460041568254244,-0.6243505643210036,0.17605332288386416,0.3257221489809427,1.3521853611419488,1.7969871796266088,1.920839343950112e-12,success
8,0.006788221621602394,-0.6080217139040187,0.14800411763723223,0.32434395532587806,1.3071809174111653,1.8972798627670915,2.1123928194998427e-12,success
9,-0.013075323118437036,-0.6438047489327201,0.12354634331316637,0.34256521999184675,1.3918243019486067,1.8554166894928936,2.402662214920483e-12,success
10,-0.1941542004880514,-0.638561317586219,0.209836153786924,0.28735401693888013,1.0180635765442378,1.8658176794367392,1.543521977084323e-14,success
