iteration,x1_um,x2_um,x3_um,y1_um,y2_um,y3_um,AlNzSpan_um,DFTz_um,theta_deg,power,status
29,3.1838825114699785e-07,5.356649274105733e-07,-7.3e-07,7.3e-07,7.3e-07,-6.938099705401961e-07,1.459599332418888e-06,4.842326247691543e-07,30.0,0.15203146557459202,success
30,6.696129991040582e-07,-6.280743587490465e-07,-1.7122454744326364e-07,-7.3e-07,7.3e-07,-7.3e-07,1.46e-06,1.8138738312254578e-07,30.052105407517736,1.0687110042398975,success
31,7.3e-07,-7.3e-07,-2.1436085652167756e-07,-7.3e-07,7.3e-07,-7.3e-07,1.1440389422717635e-06,3.527317751545685e-07,31.818707763975993,1.6111414518913971,success
32,7.3e-07,-7.3e-07,2.3025473980882554e-07,-6.9865552912905e-07,7.3e-07,-7.3e-07,1.0041314759574121e-06,3.157803355565523e-07,30.323977438554184,1.299963187412535,success
33,7.043201103474085e-07,-7.3e-07,7.799292397667244e-08,-6.335435830278147e-07,7.3e-07,-7.3e-07,1.2430709646884999e-06,4.0686143581239824e-07,30.0,1.7928190900589005,success
34,7.3e-07,-7.3e-07,2.6639781969984555e-07,-6.103660792562533e-07,7.3e-07,-7.3e-07,1.315409738047587e-06,1.9566972037393209e-07,30.0,0.8688594994948785,success
35,7.3e-07,-7.3e-07,-4.068985261654393e-07,-6.110134791126046e-07,7.3e-07,-7.3e-07,1.130813620192737e-06,4.21241141418051e-07,30.0,0.8442100937425449,success
36,7.062006231232663e-07,-7.3e-07,-2.410979085827008e-07,-7.3e-07,7.3e-07,-7.3e-07,1.1714217373859972e-06,3.054828086942333e-08,30.0,0.29018932051429785,success
37,-1.1765918356927237e-07,7.3e-07,-7.293696993814474e-07,7.3e-07,7.3e-07,-7.3e-07,1.46e-06,3.1692044042951163e-07,30.0,1.274858120634749,success
38,6.646765465737332e-07,-7.3e-07,-9.865557692752591e-09,-7.293821601416104e-07,7.3e-07,-7.3e-07,1.1665476645086345e-06,3.567043581813207e-07,30.0,1.031546460312914,success
39,7.3e-07,-6.836227596601929e-07,8.758484490861274e-08,-7.3e-07,7.3e-07,-7.3e-07,1.2646113694082212e-06,4.40510877432694e-07,32.251683668010465,1.5742459283197487,success
40,7.257941684208746e-07,-7.3e-07,8.925268034966434e-08,-6.552369582255196e-07,7.3e-07,-7.3e-07,1.2362738318467775e-06,3.6420402992685876e-07,30.0,1.8005697906331992,success
41,7.144737021206076e-07,-7.3e-07,3.4531175010577065e-08,-6.9544112778567e-07,7.3e-07,-7.3e-07,1.2349400453505924e-06,3.5701009374303695e-07,36.33132013687645,0.36189840267924034,success
42,-7.113485818019516e-07,7.3e-07,-7.3e-07,7.150187533291783e-07,7.3e-07,2.1991918922901904e-07,1.46e-06,3.2085483562032006e-07,30.037486198932935,0.20047290874595614,success
43,7.3e-07,-7.243031176100671e-07,1.1300286136885762e-08,-7.3e-07,7.3e-07,-7.3e-07,1.133370956062669e-06,4.128047365250261e-07,30.2004237726271,1.7589749600462006,success
44,7.256801136898872e-07,-8.489898999582548e-08,-3.997918764515298e-07,4.7283287636922514e-07,7.3e-07,-7.3e-07,1.46e-06,3.666837596853359e-07,31.256213429014842,1.637088689751384,success
45,7.3e-07,1.4225049266169852e-07,-5.462399719431838e-07,6.183833299928312e-07,7.3e-07,-7.3e-07,1.46e-06,4.5655287649491574e-07,30.842162056870308,1.086477254975613,success
46,7.016345809182992e-07,-2.1252167541427155e-07,-2.759990141540626e-07,2.2201332432367625e-07,7.3e-07,-7.3e-07,1.46e-06,3.36207742314728e-07,31.641531645182152,0.0,"error: ""Can not find result 'power' in the result provider 'AlNDFTair'"""
47,7.3e-07,-7.3e-07,1.6325536204844407e-07,-7.3e-07,7.3e-07,-7.3e-07,1.2244678243960547e-06,5.343947277265944e-07,30.667083680427663,0.0,error: 'Failed to evaluate code'
iteration,x1_um,x2_um,x3_um,y1_um,y2_um,y3_um,AlNzSpan_um,DFTz_um,theta_deg,power,status
1,0.0,0.0,0.0,0.0,0.0,0.0,9.124999999999999e-07,0.0,40.0,0.0,"error: ""Can not find result 'power' in the result provider 'AlNDFTair'"""
2,3.59276506230235e-07,6.327534899301827e-07,-6.455346427671611e-07,6.99892754163593e-07,6.294142626412213e-07,-3.472293008118865e-08,1.1597788528725505e-06,-4.889492316171526e-07,39.18897328898311,0.020134549908510293,success
iteration,x1_um,x2_um,x3_um,y1_um,y2_um,y3_um,AlNzSpan_um,DFTz_um,theta_deg,power,status
iteration,x1_um,x2_um,x3_um,y1_um,y2_um,y3_um,AlNzSpan_um,DFTz_um,theta_deg,power,status
1,0.0,0.0,0.0,0.0,0.0,0.0,9.124999999999999e-07,0.0,40.0,4.911896233371362e-06,success
2,-3.843493155576288e-07,1.0544456325471396e-07,5.382320397906006e-07,-5.365777081623672e-07,4.1539672832936047e-07,-6.8741902153939e-07,1.0386353642214088e-06,3.2384920015931116e-07,31.891868710517883,0.7057994740016195,success
3,3.526063106581569e-07,4.491743666492402e-07,1.430978019349277e-07,-1.772307882644236e-07,-5.620973182842134e-07,4.012670378386973e-07,1.3386365908430887e-06,-9.790048355236647e-08,45.10840671136975,4.0424993312608314e-07,success
4,-7.3e-07,6.264760015848358e-07,7.3e-07,-7.3e-07,7.3e-07,-7.3e-07,1.3342636866439533e-06,2.8874569072338225e-07,30.0,1.1777628085353309,success
5,-7.3e-07,7.3e-07,7.3e-07,-7.3e-07,7.3e-07,-7.3e-07,1.46e-06,-7.3e-07,30.0,0.08981059748983562,success
6,-7.3e-07,7.3e-07,7.3e-07,-7.3e-07,7.3e-07,-7.3e-07,1.46e-06,5.493204840568988e-07,30.0,0.7257746530813889,success
7,-7.3e-07,7.3e-07,7.3e-07,-7.3e-07,7.3e-07,-7.3e-07,1.46e-06,1.3753068493252312e-07,30.0,0.41473870661661494,success
8,-7.050957563356844e-07,5.624772593269894e-07,7.166333368673475e-07,-7.163686981245993e-07,7.086557410817407e-07,-7.3e-07,1.2843701138561644e-06,6.248058576464262e-07,30.093332502067895,0.8278447922181987,success
9,-7.3e-07,6.89923555085264e-07,7.3e-07,-7.3e-07,7.3e-07,-7.3e-07,1.3679136158646108e-06,6.821141855666351e-07,30.0,0.6035471530947298,success


