iteration,x1_um,x2_um,x3_um,y1_um,y2_um,y3_um,AlNzSpan_um,DFTz_um,theta_deg,power,status
28,8.830303652679678e-07,-6.556688213758116e-07,5.84591815176109e-07,-7.923485108335445e-07,-5.444898970419316e-07,1.064e-06,7.229850954748113e-07,-2.66e-07,35.91596579814758,1.1625943642957846e-13,success
29,9.838231621936588e-07,-6.954948764943767e-07,6.412216044240188e-07,-8.506249353885845e-07,-6.5446014542701e-07,1.064e-06,1.0096569333239179e-06,-2.66e-07,33.93338186972823,1.521747364128486e-13,success
30,8.21711709990199e-07,-4.6697683825087595e-07,3.736078543081719e-07,-9.133993022586871e-07,-6.294274906310111e-07,9.653501852494437e-07,1.1379985331004626e-06,-1.4710368341595912e-07,33.57221123695418,1.8951781724602665e-13,success

iteration,x1_um,x2_um,x3_um,y1_um,y2_um,y3_um,AlNzSpan_um,DFTz_um,theta_deg,power,status
1,0.0,0.0,0.0,0.0,0.0,0.0,1.33e-06,3.99e-07,40.0,3.68600238899374e-19,success
2,8.966089631617068e-08,6.045054430663585e-07,5.802447859942914e-07,-1.166829088330269e-07,2.6626671400666234e-07,-1.0968397204577928e-07,1.740830733086914e-06,-1.4741136966645718e-07,42.41380339488387,1.7382362721542256e-15,success
3,5.89362051680684e-07,-2.1109150195121761e-07,-5.512590609341859e-07,2.2156158345937737e-07,7.018783374875783e-07,-9.765004546791316e-07,8.88248859513551e-07,2.631210670769215e-07,47.55227122455835,3.834533490548835e-14,success
4,-1.0167830592095852e-06,1.1954767347872262e-07,4.549929410517215e-07,-9.084488667845727e-07,-1.058717791110277e-06,6.046081368178128e-07,1.637510704729706e-06,5.063505705688149e-07,36.656483337283134,5.903900407649112e-14,success
5,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-1.064e-06,1.064e-06,2.128e-06,-2.382796297099166e-07,35.45686785794196,1.120616246031675e-13,success
6,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-1.064e-06,1.064e-06,2.128e-06,-2.66e-07,49.89089357669016,4.070646722898531e-14,success
7,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-1.064e-06,1.064e-06,2.128e-06,-2.66e-07,30.0,9.111662964556272e-14,success
8,-1.7836219908523237e-07,1.064e-06,1.064e-06,-1.064e-06,-1.064e-06,1.064e-06,2.128e-06,-2.66e-07,36.000477671754965,6.797594718329313e-14,success
9,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-1.2980096672222076e-07,1.064e-06,2.128e-06,-2.66e-07,35.90379711926719,1.291036121986583e-13,success
10,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,1.064e-06,1.064e-06,2.128e-06,-2.66e-07,35.99986657227274,2.5108192821477925e-16,success
11,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-4.7254304335811986e-07,1.064e-06,2.128e-06,-2.66e-07,36.08499733785822,8.290992771648412e-14,success
12,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-2.086850556453444e-08,1.064e-06,2.128e-06,-2.66e-07,31.938581904906368,2.178456651717406e-13,success
13,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,8.611609481028123e-08,1.064e-06,2.128e-06,-2.66e-07,30.384285514503965,1.1624588267889754e-13,success
14,-1.064e-06,1.064e-06,1.064e-06,8.694158993839906e-07,-1.064e-06,1.064e-06,2.128e-06,-2.66e-07,36.3375654596632,8.881022223722787e-14,success
15,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-1.909005770202694e-08,1.064e-06,2.128e-06,-2.66e-07,35.833989184046246,1.0702841358249247e-13,success
16,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-1.0467649830757399e-07,1.064e-06,2.128e-06,-2.66e-07,32.664265911920104,6.773147332017298e-14,success
17,-1.064e-06,1.064e-06,1.064e-06,1.064e-06,-1.0427692097887492e-07,1.064e-06,2.128e-06,-2.66e-07,30.0,1.3458859169995236e-13,success
18,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-1.1897731056073967e-07,1.064e-06,2.128e-06,7.065885243515615e-07,30.0,1.0292083268137161e-13,success
19,-1.064e-06,1.064e-06,-1.1938069824162726e-07,-1.064e-06,-5.652836372470144e-08,1.064e-06,2.128e-06,-2.66e-07,30.0,8.525559945387068e-14,success
20,-1.064e-06,1.064e-06,1.064e-06,-5.348958766849779e-07,-8.096730515480204e-08,1.064e-06,1.2441177876473084e-06,-2.66e-07,30.0,1.7391879087383247e-13,success
21,-1.064e-06,1.064e-06,1.064e-06,1.064e-06,-1.1860455502834253e-07,1.064e-06,5.32e-07,-2.66e-07,30.0,3.3940235293363664e-14,success
22,-1.064e-06,1.064e-06,1.064e-06,-1.064e-06,-1.1241928234802557e-07,1.064e-06,1.5959750937457926e-06,-2.66e-07,30.0,1.5084660147810025e-13,success
23,-1.064e-06,1.3684676000296918e-07,1.064e-06,-2.9442808595659206e-07,-4.470808649235574e-08,1.064e-06,1.6491258751319309e-06,-2.66e-07,30.0,2.0527588724624822e-13,success
24,-1.064e-06,-8.530851769609211e-07,1.064e-06,-1.0304187944570034e-06,1.28835098013891e-07,1.064e-06,1.5432423820552133e-06,-2.66e-07,30.0,3.705349134275427e-14,success
25,-1.064e-06,5.565698964203772e-07,1.064e-06,3.623809358186109e-07,-6.063194987145823e-09,1.064e-06,1.6184015844414872e-06,-2.66e-07,30.0,4.211214211641932e-14,success
26,-1.064e-06,5.526953629270064e-07,1.064e-06,-5.04223888606901e-07,-7.901693286831435e-08,1.064e-06,1.9530832117651466e-06,-2.66e-07,30.0,4.148662347186215e-13,success
27,-1.064e-06,5.159299981860643e-07,1.064e-06,-6.225824404948769e-07,-3.802288239290962e-09,1.064e-06,1.8990663759814504e-06,-2.66e-07,30.0,2.0875435825679006e-13,success
28,-1.064e-06,4.774541739403691e-07,1.064e-06,-4.5778386134529133e-07,-1.0841451827831538e-07,1.064e-06,2.0544986705397163e-06,-2.66e-07,30.0,2.8760845110341965e-13,success
29,-1.064e-06,1.064e-06,1.064e-06,-4.359383072860768e-07,-2.6223640072941926e-07,1.064e-06,2.128e-06,-2.66e-07,30.0,1.15856942429231e-13,success
30,-1.064e-06,5.228909064971685e-07,1.064e-06,-5.159965914897478e-07,4.9330072880548217e-08,1.064e-06,1.5123761711209309e-06,-2.66e-07,30.0,1.7117343591709352e-13,success
